MainBranch,Employment,Country,US_State,Age1stCode,YearsCode,YearsCodePro,OrgSize,CompFreq,OpSys,SOVisitFreq,SOAccount,SOPartFreq,Age,Gender,Trans,ConvertedCompYearly
I am a developer by profession,Employed full-time,United States of America,Georgia,5 - 10 years,20,13,"10,000 or more employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,148000
I am a developer by profession,Employed full-time,United States of America,Illinois,18 - 24 years,2,1,20 to 99 employees,Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Woman,Yes,108000
I am a developer by profession,Employed full-time,United States of America,Oregon,5 - 10 years,46,36,10 to 19 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,45-54 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,Utah,11 - 17 years,18,17,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,135000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,11,2,"10,000 or more employees",Weekly,Linux-based,A few times per month or weekly,Not sure/can't remember,NA,18-24 years old,Man,No,550000
I am a developer by profession,Employed full-time,United States of America,Missouri,11 - 17 years,5,3,"1,000 to 4,999 employees",Yearly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,35-44 years old,Woman,Prefer not to say,70000
I am a developer by profession,Employed full-time,United States of America,Indiana,11 - 17 years,15,11,20 to 99 employees,Yearly,Windows,Daily or almost daily,No,NA,25-34 years old,Man,No,100000
I am a developer by profession,Employed full-time,United States of America,Idaho,11 - 17 years,12,10,100 to 499 employees,Weekly,Windows,Daily or almost daily,Yes,A few times per month or weekly,25-34 years old,Man,No,6240000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,20,14,100 to 499 employees,Yearly,MacOS,Multiple times per day,Yes,Daily or almost daily,35-44 years old,Man,No,165000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,38,24,100 to 499 employees,Yearly,MacOS,A few times per week,Not sure/can't remember,NA,45-54 years old,Man,No,160000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,17,11,20 to 99 employees,Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,105000
I am a developer by profession,Employed full-time,United States of America,California,5 - 10 years,10,4,"5,000 to 9,999 employees",Monthly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,2160000
I am a developer by profession,Employed full-time,United States of America,Tennessee,5 - 10 years,22,7,500 to 999 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,98087
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Texas,11 - 17 years,38,25,"1,000 to 4,999 employees",Yearly,Linux-based,A few times per week,No,NA,45-54 years old,Man,No,175000
I am a developer by profession,Employed full-time,United States of America,Indiana,11 - 17 years,7,3,100 to 499 employees,Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,187000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,5,3,"5,000 to 9,999 employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,90000
I am a developer by profession,Employed full-time,United States of America,Pennsylvania,11 - 17 years,7,4,10 to 19 employees,Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,50000
I am a developer by profession,Employed full-time,United States of America,Illinois,11 - 17 years,11,7,500 to 999 employees,Yearly,Linux-based,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Man,No,186000
I am a developer by profession,Employed full-time,United States of America,Mississippi,11 - 17 years,8,5,500 to 999 employees,Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,90000
"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,United States of America,Wisconsin,5 - 10 years,36,25,"1,000 to 4,999 employees",Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,45-54 years old,Man,No,64000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,8,3,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Woman,No,105000
I am a developer by profession,Employed full-time,United States of America,Missouri,5 - 10 years,11,8,"1,000 to 4,999 employees",Monthly,Windows,Daily or almost daily,Yes,Less than once per month or monthly,45-54 years old,Man,No,2100000
I am a developer by profession,Employed full-time,United States of America,Massachusetts,18 - 24 years,12,6,100 to 499 employees,Yearly,MacOS,Daily or almost daily,No,NA,25-34 years old,Man,No,105000
I am a developer by profession,Employed full-time,United States of America,New Jersey,35 - 44 years,21,15,20 to 99 employees,Yearly,Windows,A few times per week,Yes,A few times per week,35-44 years old,Man,No,125000
I am a developer by profession,Employed full-time,United States of America,Georgia,18 - 24 years,6,2,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,18-24 years old,Man,No,134000
I am a developer by profession,Employed full-time,United States of America,Texas,18 - 24 years,7,4,500 to 999 employees,Yearly,Windows,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Woman,No,90000
I am a developer by profession,Employed full-time,United States of America,Minnesota,11 - 17 years,6,3,"1,000 to 4,999 employees",Yearly,Linux-based,A few times per week,No,NA,25-34 years old,Woman,No,92500
I am a developer by profession,Employed full-time,United States of America,Illinois,18 - 24 years,4,4,100 to 499 employees,Yearly,MacOS,A few times per week,No,NA,25-34 years old,Woman,No,110000
I am a developer by profession,Employed full-time,United States of America,Rhode Island,18 - 24 years,4,2,"10,000 or more employees",Yearly,MacOS,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,18-24 years old,Man,No,160000
I am a developer by profession,Employed full-time,United States of America,Washington,11 - 17 years,17,11,20 to 99 employees,Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,111000
I am a developer by profession,Employed full-time,United States of America,Colorado,11 - 17 years,6,5,"10,000 or more employees",Yearly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,189000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,25,14,2 to 9 employees,Yearly,Windows,Daily or almost daily,Not sure/can't remember,NA,35-44 years old,Woman,No,230000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,12,8,20 to 99 employees,Yearly,Linux-based,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,300000
I am a developer by profession,Employed full-time,United States of America,Virginia,18 - 24 years,10,11,500 to 999 employees,Yearly,Windows,A few times per month or weekly,Yes,Less than once per month or monthly,55-64 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Utah,18 - 24 years,4,2,"1,000 to 4,999 employees",Yearly,Windows,A few times per week,Yes,Less than once per month or monthly,25-34 years old,Man,No,98000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,10,5,"Just me - I am a freelancer, sole proprietor, etc.",Yearly,Windows Subsystem for Linux (WSL),Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Texas,11 - 17 years,10,7,"1,000 to 4,999 employees",Yearly,Windows,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,35-44 years old,Man,No,97000
I am a developer by profession,Employed full-time,United States of America,California,25 - 34 years,6,5,"1,000 to 4,999 employees",Weekly,MacOS,Daily or almost daily,Yes,Less than once per month or monthly,25-34 years old,Woman,No,8000000
I am a developer by profession,Employed full-time,United States of America,New York,18 - 24 years,7,5,"10,000 or more employees",Yearly,MacOS,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,130000
I am a developer by profession,Employed full-time,United States of America,Minnesota,Younger than 5 years,36,24,"1,000 to 4,999 employees",Yearly,Windows,Less than once per month or monthly,No,NA,35-44 years old,Man,No,138000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,22,20,"1,000 to 4,999 employees",Yearly,MacOS,A few times per week,Yes,Less than once per month or monthly,35-44 years old,Man,No,150000
I am a developer by profession,Employed full-time,United States of America,Ohio,11 - 17 years,21,10,20 to 99 employees,Monthly,MacOS,A few times per month or weekly,Not sure/can't remember,NA,35-44 years old,Woman,No,816000
I am a developer by profession,Employed full-time,United States of America,Florida,55 - 64 years,More than 50 years,25,"10,000 or more employees",Yearly,Linux-based,Daily or almost daily,Yes,A few times per month or weekly,55-64 years old,Woman,No,122000
I am a developer by profession,Employed full-time,United States of America,Kentucky,11 - 17 years,8,4,20 to 99 employees,Monthly,MacOS,A few times per month or weekly,Yes,Less than once per month or monthly,25-34 years old,Man,No,1020000
I am a developer by profession,Employed full-time,United States of America,California,11 - 17 years,18,17,"10,000 or more employees",Yearly,MacOS,Daily or almost daily,Not sure/can't remember,NA,45-54 years old,Man,No,155000
I am a developer by profession,Employed full-time,United States of America,Missouri,11 - 17 years,27,25,2 to 9 employees,Yearly,MacOS,A few times per week,Not sure/can't remember,NA,45-54 years old,Woman,No,100000
I am a developer by profession,Employed full-time,United States of America,Utah,11 - 17 years,10,6,I don’t know,Yearly,Windows,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,25-34 years old,Man,No,93000
I am a developer by profession,Employed full-time,United States of America,New York,11 - 17 years,3,Less than 1 year,2 to 9 employees,Yearly,MacOS,Multiple times per day,Yes,Less than once per month or monthly,18-24 years old,Man,No,62000
